Sly O'Hands,O'Hands,GK,Male,Medium,Air,49,48,12,14,12,17,13,11,14,158,Lv.99,176,Lv.59,56,Lv.69,72,Lv.59,79,Lv.99,79,Lv.69,45,Lv.99,61,Lv.69,69,Lv.59,23,461,484,Mistral,Lv.12,Defence Scan,Lv.20,Divine Stamp,Lv.33,Dual Smash,Lv.50,0x160
Sean Lavender,Lavender,FW,Male,Small,Wood,46,52,13,7,14,13,9,9,9,116,Lv.99,132,Lv.59,67,Lv.69,52,Lv.59,56,Lv.59,58,Lv.69,62,Lv.99,71,Lv.69,54,Lv.59,19,420,439,Spiral Shot,Lv.11,Run Ball Run,Lv.21,Bubble Gum,Lv.28,Baby Dragon,Lv.38,0x161
Ace Server,Server,GK,Male,Medium,Air,56,55,13,12,14,14,10,10,13,151,Lv.99,168,Lv.59,76,Lv.69,69,Lv.59,63,Lv.59,78,Lv.69,46,Lv.99,77,Lv.69,68,Lv.59,24,477,501,Power Shield,Lv.7,Whirlwind,Lv.26,Table-Turner,Lv.35,Dual Smash,Lv.51,0x162
Horace Nelson,Nelson,GK,Male,Medium,Fire,31,53,17,9,13,15,10,11,7,92,Lv.99,142,Lv.59,65,Lv.69,56,Lv.59,53,Lv.59,57,Lv.69,56,Lv.99,71,Lv.69,59,Lv.59,16,417,433,Fireball Knuckle,Lv.8,Power Shield,Lv.16,Fake Bomber,Lv.23,Full Power Shield,Lv.31,0x163
Rex George,George,GK,Male,Medium,Air,58,66,15,16,15,15,15,15,16,189,Lv.89,157,Lv.89,68,Lv.89,68,Lv.89,60,Lv.89,60,Lv.89,62,Lv.89,67,Lv.89,66,Lv.89,15,451,466,Swan Dive,Lv.9,Mistral,Lv.19,Whirlwind,Lv.25,Aurora Curtain,Lv.31,0x164
Philip Prince,Prince,GK,Male,Medium,Wood,30,35,10,8,11,8,17,12,8,77,Lv.99,152,Lv.99,43,Lv.59,52,Lv.59,52,Lv.59,60,Lv.59,68,Lv.69,67,Lv.99,59,Lv.59,24,401,425,Wood Chopper,Lv.11,Rocket Kobushi,Lv.16,Utter Gutsiness Catch,Lv.26,Shadow Stitch,Lv.31,0x165
Heath Rower,Rower,MF,Male,Medium,Air,52,57,10,11,12,12,12,14,12,160,Lv.69,146,Lv.69,56,Lv.69,56,Lv.69,53,Lv.69,56,Lv.69,59,Lv.69,52,Lv.69,56,Lv.69,34,388,422,Lucky!,Lv.1,Spider Web,Lv.20,Kung Fu Fighting,Lv.36,Rolling Hell,Lv.48,0x166
Kim Arite,Arite,GK,Male,Large,Earth,36,47,9,7,9,17,8,12,11,132,Lv.59,150,Lv.59,55,Lv.59,68,Lv.99,53,Lv.59,79,Lv.99,61,Lv.59,55,Lv.59,61,Lv.59,20,432,452,Sumo Stomp,Lv.1,Toughness Block,Lv.1,Full Power Shield,Lv.30,Super Sumo Stomp,Lv.31,0x167
Jay Archer,Archer,FW,Male,Large,Fire,81,61,11,7,12,16,12,17,8,198,Lv.59,144,Lv.59,54,Lv.59,69,Lv.99,44,Lv.59,66,Lv.99,58,Lv.59,64,Lv.59,60,Lv.59,16,415,431,Grenade Shot,Lv.9,Dirt Ball,Lv.16,Breakthrough,Lv.20,Assault Shot,Lv.55,0x168
Bo Ling,Ling,DF,Male,Medium,Wood,39,44,10,7,21,11,10,10,10,147,Lv.89,146,Lv.59,45,Lv.59,55,Lv.69,79,Lv.69,50,Lv.99,56,Lv.59,57,Lv.89,52,Lv.59,16,394,410,Cool Up!,Lv.1,About Face,Lv.18,Clone Defence,Lv.38,Utter Gutsiness Catch,Lv.45,0x169
Chuck Hardy,Hardy,FW,Male,Small,Air,32,47,8,12,14,9,10,9,10,173,Lv.89,134,Lv.59,49,Lv.59,57,Lv.69,70,Lv.69,45,Lv.99,52,Lv.59,62,Lv.89,62,Lv.59,15,397,412,Flurry Dash,Lv.10,Spinning Shot,Lv.17,Zigzag Spark,Lv.20,Shine Drive,Lv.27,0x16A
Ben Evolent,Evolent,FW,Male,Small,Air,60,74,6,15,14,13,15,15,15,169,Lv.69,154,Lv.69,68,Lv.69,52,Lv.69,60,Lv.69,60,Lv.69,52,Lv.69,59,Lv.69,52,Lv.69,10,403,413,Killer Slide,Lv.6,Fake Ball,Lv.20,Flame Dance,Lv.34,Acrobat Bomber,Lv.37,0x16B
Will Noble,Noble,GK,Male,Medium,Wood,42,65,8,11,14,8,10,10,11,134,Lv.69,158,Lv.69,48,Lv.69,48,Lv.69,54,Lv.69,41,Lv.69,52,Lv.69,48,Lv.69,45,Lv.69,30,336,366,Tornado Catch,Lv.10,Shot Pocket,Lv.21,Fake Ball,Lv.28,Cyclone,Lv.35,0x16C
Jack Frosty,Frosty,DF,Male,Medium,Air,27,25,5,6,6,4,7,6,5,178,Lv.59,166,Lv.59,65,Lv.59,70,Lv.59,64,Lv.59,65,Lv.59,67,Lv.59,60,Lv.59,68,Lv.59,9,459,468,Dash Accelerator,Lv.7,Illusion Ball,Lv.20,Deceptor Dribble,Lv.29,Clone Defence,Lv.34,0x16D
Larry Helps,Helps,FW,Male,Medium,Wood,25,53,10,8,8,11,18,13,10,77,Lv.99,158,Lv.99,46,Lv.59,54,Lv.59,57,Lv.59,59,Lv.59,60,Lv.69,54,Lv.99,55,Lv.59,15,385,400,Rolling Kick,Lv.12,Moonsault,Lv.18,Phantom Shot,Lv.20,Whirlwind Cut,Lv.39,0x16E
Monty Patten,Patten,DF,Male,Medium,Wood,49,55,13,10,10,12,12,13,13,162,Lv.89,192,Lv.59,63,Lv.89,60,Lv.89,63,Lv.89,61,Lv.89,52,Lv.89,54,Lv.89,60,Lv.89,27,413,440,Coil Turn,Lv.9,Spider Web,Lv.22,Dark Whirlwind,Lv.33,Bamboo Pattern,Lv.88,0x16F
Chunk Gorman,Gorman,FW,Male,Large,Earth,34,42,13,8,11,8,15,11,11,79,Lv.99,146,Lv.99,48,Lv.59,56,Lv.59,57,Lv.59,60,Lv.59,63,Lv.69,52,Lv.99,52,Lv.59,18,388,406,Snake Shot,Lv.12,Rainbow Arc,Lv.22,Bewildered,Lv.28,Mole Shuffle,Lv.42,0x170
Balt Decker,Decker,DF,Male,Small,Air,51,51,11,13,6,13,17,15,12,169,Lv.99,174,Lv.99,56,Lv.59,46,Lv.59,47,Lv.99,60,Lv.59,75,Lv.69,61,Lv.99,67,Lv.59,23,412,435,Blade Attack,Lv.15,Cyclone,Lv.25,Double Cyclone,Lv.35,Hurricane Arrows,Lv.99,0x171
Drew Crenshaw,Crenshaw,DF,Male,Medium,Earth,30,38,7,13,13,10,11,9,9,147,Lv.89,130,Lv.59,46,Lv.59,59,Lv.69,69,Lv.69,48,Lv.99,61,Lv.59,53,Lv.89,63,Lv.59,19,399,418,Ghost Pull,Lv.13,Shadow Stitch,Lv.22,Afterimage,Lv.28,Divine Stamp,Lv.58,0x172
Stan Trum,Trum,FW,Male,Medium,Fire,31,36,11,9,7,8,15,11,10,77,Lv.99,134,Lv.99,48,Lv.59,54,Lv.59,58,Lv.59,56,Lv.59,71,Lv.69,59,Lv.99,59,Lv.59,17,405,422,Tarzan Kick,Lv.12,Freeze Shot,Lv.26,Breakthrough,Lv.32,Fire Tornado,Lv.36,0x173
Sham Spike,Spike,MF,Male,Medium,Earth,54,65,15,14,13,17,15,17,14,156,Lv.69,140,Lv.69,60,Lv.69,58,Lv.69,52,Lv.69,56,Lv.69,55,Lv.69,56,Lv.69,58,Lv.69,10,395,405,Dash Accelerator,Lv.8,Horn Train,Lv.18,Breakthrough,Lv.25,Breakthrough 2,Lv.48,0x174
Rainier Welkin,Rainier,GK,Male,Large,Fire,45,70,8,9,14,17,10,10,11,147,Lv.89,154,Lv.59,48,Lv.59,60,Lv.69,68,Lv.69,76,Lv.99,56,Lv.59,61,Lv.89,52,Lv.59,22,421,443,Fireball Knuckle,Lv.15,Rocket Kobushi,Lv.23,Fake Bomber,Lv.30,Blazing Knuckle,Lv.50,0x175
Evan Yielding,Yielding,FW,Male,Medium,Wood,43,59,11,12,6,10,18,15,14,160,Lv.99,160,Lv.99,53,Lv.59,46,Lv.59,50,Lv.99,60,Lv.59,76,Lv.69,65,Lv.99,64,Lv.59,26,414,440,Shoot Plus,Lv.1,Wrath Shot,Lv.10,Dark Tornado,Lv.37,Dual Strike,Lv.57,0x176
Phil Anthropic,Anthropic,FW,Male,Large,Earth,36,53,14,12,12,12,12,8,12,136,Lv.99,124,Lv.99,77,Lv.99,77,Lv.99,78,Lv.99,78,Lv.99,68,Lv.99,43,Lv.99,75,Lv.99,16,496,512,Poison Fog,Lv.17,Psycho Shot,Lv.20,Dark Whirlwind,Lv.30,Utter Gutsiness Club,Lv.35,0x177
Fane Club,Club,GK,Male,Small,Air,34,47,10,7,10,10,9,9,9,138,Lv.69,128,Lv.69,45,Lv.69,50,Lv.69,44,Lv.69,69,Lv.69,48,Lv.69,43,Lv.69,49,Lv.69,42,348,390,Swan Dive,Lv.9,Shot Pocket,Lv.21,Fake Bomber,Lv.33,Flame Breath,Lv.53,0x178
Slim Lanky,Lanky,GK,Male,Medium,Air,44,53,7,7,6,10,15,11,9,118,Lv.99,142,Lv.99,44,Lv.59,36,Lv.59,35,Lv.99,58,Lv.59,66,Lv.69,55,Lv.99,63,Lv.59,20,357,377,Swan Dive,Lv.15,Mistral,Lv.22,Aurora Curtain,Lv.44,Clone Defence,Lv.62,0x179
Pearson Gaze,Gaze,DF,Male,Large,Fire,46,34,8,8,7,9,17,13,7,112,Lv.99,158,Lv.99,44,Lv.59,36,Lv.59,30,Lv.99,55,Lv.59,70,Lv.69,62,Lv.99,57,Lv.59,15,354,369,Sumo Stomp,Lv.12,Horn Train,Lv.19,Road Roller,Lv.60,Super Sumo Stomp,Lv.71,0x17A
Edward Albion,Albion,GK,Male,Medium,Earth,43,55,14,14,19,13,17,11,10,171,Lv.89,132,Lv.89,60,Lv.89,60,Lv.89,69,Lv.89,56,Lv.89,68,Lv.89,62,Lv.89,61,Lv.89,33,436,469,Wood Chopper,Lv.11,Wild Claw,Lv.29,About Face,Lv.36,Utter Gutsiness Catch,Lv.50,0x17B
Stu Dent,Dent,GK,Male,Small,Fire,39,32,15,7,8,4,19,8,9,116,Lv.59,176,Lv.99,68,Lv.59,34,Lv.59,44,Lv.59,29,Lv.59,73,Lv.59,62,Lv.59,56,Lv.59,19,366,385,Fireball Knuckle,Lv.11,Power Shield,Lv.29,Fake Bomber,Lv.36,Table-Turner,Lv.70,0x17C
Barry Straw,Straw,FW,Male,Medium,Air,36,51,7,19,9,7,16,10,10,132,Lv.69,106,Lv.69,38,Lv.69,72,Lv.69,48,Lv.69,38,Lv.69,73,Lv.69,41,Lv.69,47,Lv.69,23,357,380,Flurry Dash,Lv.12,Comet Shot,Lv.18,Cross Drive,Lv.27,Zigzag Spark,Lv.33,0x17D
Bobby Peel,Peel,MF,Male,Medium,Earth,55,51,12,13,13,12,10,14,13,165,Lv.69,146,Lv.69,60,Lv.69,62,Lv.69,55,Lv.69,56,Lv.69,59,Lv.69,52,Lv.69,62,Lv.69,26,406,432,Economy!,Lv.1,Spider Web,Lv.1,Divine Stamp,Lv.48,Armadillo Circus,Lv.60,0x17E
Dan Castella,Castella,GK,Male,Large,Earth,48,65,10,11,11,13,12,11,13,158,Lv.69,140,Lv.69,60,Lv.69,59,Lv.69,56,Lv.69,52,Lv.69,63,Lv.69,56,Lv.69,54,Lv.69,36,400,436,Sumo Stomp,Lv.1,Wild Claw,Lv.20,Spider Web,Lv.33,Super Sumo Stomp,Lv.40,0x17F
Bill Moony,Moony,FW,Male,Medium,Earth,28,50,8,11,11,8,12,12,11,103,Lv.99,152,Lv.99,79,Lv.99,53,Lv.59,56,Lv.59,60,Lv.59,64,Lv.69,61,Lv.99,52,Lv.59,20,425,445,Tarzan Kick,Lv.9,Rainbow Arc,Lv.23,Bewildered,Lv.27,Dark Whirlwind,Lv.33,0x180
Buddy Goodman,Goodman,DF,Male,Medium,Wood,40,50,9,7,8,11,8,7,10,118,Lv.69,113,Lv.69,47,Lv.69,75,Lv.69,48,Lv.69,48,Lv.69,43,Lv.69,45,Lv.69,76,Lv.69,26,382,408,Ghost Pull,Lv.10,Doppelganger,Lv.15,Spider Web,Lv.25,Divine Stamp,Lv.50,0x181
Dex Territy,Territy,GK,Male,Medium,Earth,63,65,14,14,15,16,14,15,14,167,Lv.69,154,Lv.69,60,Lv.69,52,Lv.69,58,Lv.69,52,Lv.69,59,Lv.69,56,Lv.69,56,Lv.69,15,393,408,Wood Chopper,Lv.10,Shot Pocket,Lv.20,About Face,Lv.25,Blazing Knuckle,Lv.45,0x182
Vinny O'Gaines,O'Gaines,MF,Male,Medium,Wood,33,44,10,13,13,9,9,11,8,158,Lv.89,133,Lv.59,46,Lv.59,61,Lv.69,64,Lv.69,52,Lv.99,52,Lv.59,52,Lv.89,55,Lv.59,15,382,397,Black Magic,Lv.10,Poison Fog,Lv.20,Dark Whirlwind,Lv.30,Heaven’s Time,Lv.99,0x183
Ray Deo,Deo,GK,Male,Small,Air,38,36,13,9,11,17,10,11,8,81,Lv.99,158,Lv.59,60,Lv.69,52,Lv.59,52,Lv.59,54,Lv.69,52,Lv.99,61,Lv.69,55,Lv.59,21,386,407,Swan Dive,Lv.12,Mistral,Lv.20,Whirlwind Cut,Lv.26,Whirlwind,Lv.33,0x184
Archie Meades,Meades,GK,Male,Medium,Wood,30,34,17,13,8,10,9,7,9,118,Lv.59,120,Lv.99,57,Lv.59,54,Lv.59,40,Lv.59,70,Lv.99,49,Lv.59,62,Lv.59,53,Lv.59,20,385,405,Killer Blade,Lv.10,God Hand(E),Lv.20,Ghost Pull,Lv.23,Shadow Stitch,Lv.33,0x185
Dave Chaucer,Chaucer,MF,Male,Small,Wood,39,53,14,10,12,15,10,11,11,101,Lv.99,158,Lv.59,71,Lv.69,59,Lv.59,56,Lv.59,53,Lv.69,58,Lv.99,71,Lv.69,56,Lv.59,19,424,443,Attack Scan,Lv.12,Defence Scan,Lv.18,Afterimage,Lv.21,Dark Tornado,Lv.36,0x186
Billy Blanc,Blanc,FW,Male,Medium,Air,32,31,17,12,10,8,8,10,10,134,Lv.59,198,Lv.99,60,Lv.59,58,Lv.59,48,Lv.59,45,Lv.59,48,Lv.59,52,Lv.59,79,Lv.59,15,390,405,Fire Tornado,Lv.19,Afterimage,Lv.24,Bubble Gum,Lv.38,Flame Dance,Lv.41,0x187
Creed Craving,Craving,GK,Male,Large,Fire,31,53,10,7,9,14,8,12,7,127,Lv.59,152,Lv.59,61,Lv.59,60,Lv.99,62,Lv.59,60,Lv.99,52,Lv.59,58,Lv.59,53,Lv.59,22,406,428,Sumo Stomp,Lv.5,Pressure Punch,Lv.9,Blazing Knuckle,Lv.40,Volcano Cut,Lv.48,0x188
Phil Rosey,Rosey,FW,Male,Large,Fire,34,46,11,7,8,16,7,11,7,123,Lv.59,172,Lv.59,54,Lv.59,64,Lv.99,56,Lv.59,69,Lv.99,57,Lv.59,54,Lv.59,60,Lv.59,15,414,429,Grenade Shot,Lv.10,Magic,Lv.16,Meteor Attack,Lv.26,Shine Drive,Lv.30,0x189
Harry Redcastle,Redcastle,MF,Male,Small,Air,40,69,9,10,11,17,9,12,9,121,Lv.59,178,Lv.59,63,Lv.59,60,Lv.99,53,Lv.59,69,Lv.99,52,Lv.59,56,Lv.59,60,Lv.59,20,413,433,Whirlwind Twister,Lv.10,Bewildered,Lv.18,Big Fan,Lv.30,Perimeter Zone,Lv.40,0x18A
Sonny Welkin,Sonny,MF,Male,Large,Fire,37,44,9,11,10,10,11,12,11,167,Lv.99,144,Lv.59,68,Lv.69,62,Lv.59,54,Lv.59,60,Lv.69,35,Lv.99,68,Lv.69,54,Lv.59,15,401,416,Double Touch,Lv.11,Bubble Gum,Lv.20,Heat Tackle,Lv.34,Dynamite Shot,Lv.40,0x18B
Teddy Kodiak,Kodiak,MF,Male,Large,Earth,48,65,12,13,12,12,14,13,12,154,Lv.69,148,Lv.69,58,Lv.69,57,Lv.69,60,Lv.69,54,Lv.69,55,Lv.89,61,Lv.69,52,Lv.69,32,397,429,Whirlwind Twister,Lv.8,Poison Fog,Lv.14,Spider Web,Lv.26,Dark Whirlwind,Lv.41,0x18C
Lloyd Tabb,Tabb,DF,Male,Small,Air,24,40,10,8,10,8,17,10,11,83,Lv.99,130,Lv.99,41,Lv.59,52,Lv.59,62,Lv.59,56,Lv.59,62,Lv.69,59,Lv.99,63,Lv.59,15,395,410,Coil Turn,Lv.10,Rodeo Clown,Lv.12,Spinning Cut,Lv.26,Afterimage,Lv.33,0x18D
Francis Paine,Paine,MF,Male,Small,Wood,20,47,11,10,11,7,15,14,11,116,Lv.99,137,Lv.99,47,Lv.59,60,Lv.59,52,Lv.59,56,Lv.59,60,Lv.69,56,Lv.99,62,Lv.59,17,393,410,Rodeo Clown,Lv.8,About Face,Lv.17,Bewildered,Lv.28,Meteor Attack,Lv.33,0x18E
Griff Strummer,Strummer,GK,Male,Small,Air,54,51,10,14,11,12,10,10,12,158,Lv.69,170,Lv.69,60,Lv.69,52,Lv.69,60,Lv.69,60,Lv.69,55,Lv.69,57,Lv.69,57,Lv.69,32,401,433,Keeper Plus,Lv.1,Sliding Goal,Lv.9,Full Power Shield,Lv.33,Clone Block,Lv.47,0x18F
Bryce Bergman,Bergman,MF,Male,Large,Fire,75,44,10,19,11,10,12,17,7,165,Lv.99,140,Lv.99,45,Lv.59,61,Lv.59,59,Lv.59,60,Lv.59,64,Lv.69,69,Lv.99,60,Lv.59,23,418,441,Double Touch,Lv.12,Heat Tackle,Lv.22,Meteor Attack,Lv.28,Dragon Cannon,Lv.36,0x190
Fingus Inky,Inky,MF,Male,Medium,Wood,21,61,11,9,11,15,11,13,11,85,Lv.59,136,Lv.59,58,Lv.59,71,Lv.99,48,Lv.59,64,Lv.99,55,Lv.59,63,Lv.59,52,Lv.59,17,411,428,Flurry Dash,Lv.18,Monkey Turn,Lv.19,Double Touch,Lv.20,Black Magic,Lv.21,0x191
Walter Geyser,Geyser,MF,Male,Large,Earth,30,50,9,9,10,16,11,15,11,96,Lv.59,132,Lv.59,63,Lv.59,68,Lv.99,42,Lv.59,60,Lv.99,58,Lv.59,60,Lv.59,53,Lv.59,17,404,421,Sumo Stomp,Lv.9,Super Armadillo,Lv.14,Dynamite Shot,Lv.20,Mole Fake,Lv.33,0x192
Les Knightley,Knightley,GK,Male,Small,Fire,46,36,10,11,7,16,10,11,11,129,Lv.59,194,Lv.59,56,Lv.59,64,Lv.99,60,Lv.59,66,Lv.99,55,Lv.59,52,Lv.59,52,Lv.59,14,405,419,Fireball Knuckle,Lv.10,Power Shield,Lv.22,Fake Bomber,Lv.28,Full Power Shield,Lv.38,0x193
Conor Abley,Abley,GK,Male,Large,Fire,39,39,11,10,9,11,7,9,9,94,Lv.99,148,Lv.59,64,Lv.69,58,Lv.59,62,Lv.59,67,Lv.69,38,Lv.99,78,Lv.69,62,Lv.59,17,429,446,Fireball Knuckle,Lv.9,Sumo Stomp,Lv.14,Super Sumo Stomp,Lv.19,Blazing Knuckle,Lv.44,0x194
Ainsley Burns,Burns,FW,Male,Large,Earth,38,47,9,11,16,9,11,11,7,171,Lv.89,144,Lv.59,46,Lv.59,58,Lv.69,68,Lv.69,51,Lv.99,60,Lv.59,62,Lv.89,63,Lv.59,17,408,425,Grenade Shot,Lv.9,Double Grenade,Lv.22,Big Fan,Lv.33,Sumo Stomp,Lv.50,0x195
Pete Grimes,Grimes,GK,Male,Medium,Fire,42,73,9,11,13,8,8,9,8,158,Lv.89,176,Lv.59,44,Lv.59,53,Lv.69,60,Lv.69,41,Lv.99,52,Lv.59,62,Lv.89,52,Lv.59,31,364,395,Pressure Punch,Lv.13,Utter Gutsiness Catch,Lv.30,Utter Gutsiness Bat,Lv.35,Utter Gutsiness Club,Lv.50,0x196
Manny Steele,Steele,MF,Male,Large,Fire,79,65,9,10,12,15,13,16,10,215,Lv.59,140,Lv.59,56,Lv.59,60,Lv.99,43,Lv.59,61,Lv.99,60,Lv.59,78,Lv.59,55,Lv.59,22,413,435,Sumo Stomp,Lv.2,Super Sumo Stomp,Lv.15,Divine Stamp,Lv.40,Rolling Hell,Lv.65,0x197
Trey Hugger,Hugger,GK,Male,Large,Fire,20,48,8,17,14,17,6,6,10,99,Lv.99,142,Lv.59,36,Lv.69,73,Lv.59,60,Lv.59,73,Lv.69,35,Lv.99,28,Lv.69,58,Lv.59,15,363,378,Fireball Knuckle,Lv.10,Rocket Kobushi,Lv.20,Double Rocket,Lv.40,Sumo Stomp,Lv.80,0x198
Jack Mate,Mate,DF,Male,Medium,Air,39,39,10,11,10,16,10,11,8,136,Lv.59,153,Lv.59,62,Lv.59,68,Lv.99,61,Lv.59,69,Lv.99,53,Lv.59,60,Lv.59,56,Lv.59,14,429,443,Coil Turn,Lv.9,About Face,Lv.22,Bamboo Pattern,Lv.77,Three-Legged Rush,Lv.88,0x199
Mike Chequer,Chequer,GK,Male,Large,Fire,50,49,11,13,13,14,10,13,12,151,Lv.89,132,Lv.89,63,Lv.89,54,Lv.89,54,Lv.89,53,Lv.89,55,Lv.89,53,Lv.89,56,Lv.89,27,388,415,Fireball Knuckle,Lv.14,Fireball Head,Lv.25,Flame Breath,Lv.50,Sumo Stomp,Lv.66,0x19A
Berty Adman,Adman,GK,Male,Medium,Earth,20,33,11,9,7,9,17,11,9,129,Lv.99,136,Lv.99,48,Lv.59,52,Lv.59,56,Lv.59,59,Lv.59,71,Lv.69,62,Lv.99,55,Lv.59,20,403,423,Toughness Block,Lv.10,Wild Claw,Lv.25,Blade Attack,Lv.30,Table-Turner,Lv.50,0x19B
Troy Carr,Carr,FW,Male,Small,Air,61,66,13,17,17,13,15,17,15,169,Lv.69,180,Lv.69,56,Lv.69,56,Lv.69,63,Lv.69,63,Lv.69,53,Lv.69,61,Lv.69,63,Lv.69,14,415,429,Coil Turn,Lv.8,Rodeo Clown,Lv.12,Grenade Shot,Lv.15,Clone Shot,Lv.45,0x19C
Hollis Ticure,Ticure,FW,Male,Large,Fire,64,80,16,13,15,17,15,13,15,193,Lv.69,138,Lv.69,58,Lv.69,60,Lv.69,53,Lv.69,59,Lv.69,52,Lv.69,69,Lv.69,52,Lv.69,16,403,419,Grenade Shot,Lv.10,Patriot Shot,Lv.25,Shine Drive,Lv.40,Assault Shot,Lv.60,0x19D
Guy Dance,Dance,MF,Male,Large,Earth,33,48,11,8,10,11,14,11,10,81,Lv.99,144,Lv.99,42,Lv.59,58,Lv.59,63,Lv.59,62,Lv.59,60,Lv.69,67,Lv.99,55,Lv.59,24,407,431,Dash Accelerator,Lv.12,Bubble Gum,Lv.23,Run Ball Run,Lv.33,Rainbow Arc,Lv.35,0x19E
Jack Trumper,Trumper,FW,Male,Medium,Air,34,77,10,10,14,11,8,10,8,171,Lv.89,174,Lv.59,40,Lv.59,58,Lv.69,68,Lv.69,44,Lv.99,57,Lv.59,57,Lv.89,52,Lv.59,22,376,398,Spinning Shot,Lv.12,Cross Drive,Lv.20,Whirlwind Cut,Lv.30,Inazuma-1,Lv.80,0x19F
John Corder,Corder,FW,Male,Small,Fire,44,56,12,12,10,11,10,12,11,145,Lv.89,132,Lv.89,56,Lv.89,63,Lv.89,62,Lv.89,61,Lv.89,62,Lv.89,56,Lv.89,52,Lv.89,26,412,438,Tarzan Kick,Lv.7,Gyro Head,Lv.23,Bubble Gum,Lv.33,Inazuma Drop,Lv.46,0x1A0
Nigel Bramel,Bramel,DF,Male,Small,Air,21,48,10,8,11,11,15,12,8,107,Lv.99,136,Lv.99,47,Lv.59,55,Lv.59,60,Lv.59,52,Lv.59,70,Lv.69,63,Lv.99,56,Lv.59,17,403,420,Rodeo Clown,Lv.9,Quick Draw,Lv.15,Comet Shot,Lv.22,Flame Dance,Lv.50,0x1A1
Hank O'Chief,O'Chief,GK,Male,Large,Fire,32,24,17,14,7,11,10,8,9,129,Lv.59,110,Lv.99,58,Lv.59,62,Lv.59,48,Lv.59,45,Lv.59,46,Lv.59,56,Lv.59,58,Lv.59,20,373,393,Pressure Punch,Lv.15,Full Power Shield,Lv.25,Sumo Stomp,Lv.33,Super Sumo Stomp,Lv.40,0x1A2
Jess Uplement,Uplement,MF,Male,Large,Earth,33,20,17,13,8,9,11,7,10,118,Lv.59,102,Lv.99,57,Lv.59,60,Lv.59,40,Lv.59,42,Lv.59,50,Lv.59,52,Lv.59,52,Lv.59,31,353,384,Poison Fog,Lv.15,Afterimage,Lv.25,Dark Whirlwind,Lv.33,Sumo Stomp,Lv.40,0x1A3
Alec Smart,Smart,GK,Male,Large,Fire,36,40,9,8,7,11,11,8,11,116,Lv.69,118,Lv.69,45,Lv.69,48,Lv.69,50,Lv.69,40,Lv.69,51,Lv.69,47,Lv.69,45,Lv.69,43,326,369,Wood Chopper,Lv.10,Sliding Goal,Lv.20,Sumo Stomp,Lv.30,Double Rocket,Lv.50,0x1A4
Rob Anchor,Anchor,DF,Male,Medium,Air,26,43,16,9,10,14,8,8,10,204,Lv.99,144,Lv.59,61,Lv.69,57,Lv.59,74,Lv.59,53,Lv.69,61,Lv.99,71,Lv.69,55,Lv.59,15,432,447,Coil Turn,Lv.10,Spinning Cut,Lv.20,Zigzag Spark,Lv.33,Dual Storm,Lv.58,0x1A5
Brent Cross,Cross,MF,Male,Large,Fire,46,34,15,12,9,9,9,11,7,140,Lv.59,112,Lv.99,63,Lv.59,52,Lv.59,40,Lv.59,49,Lv.59,49,Lv.59,58,Lv.59,57,Lv.59,20,368,388,Sumo Stomp,Lv.5,Heat Tackle,Lv.20,Fire Tornado,Lv.44,Dragon Tornado,Lv.66,0x1A6
Albert Wister,Wister,GK,Male,Small,Earth,22,43,8,10,9,9,10,10,9,88,Lv.99,148,Lv.99,51,Lv.59,60,Lv.59,61,Lv.59,52,Lv.59,64,Lv.69,64,Lv.99,56,Lv.59,27,408,435,Fireball Knuckle,Lv.10,Fireball Head,Lv.20,Utter Gutsiness Catch,Lv.40,Rodeo Clown,Lv.55,0x1A7
Nev Erin,Erin,FW,Male,Medium,Air,32,58,14,10,14,13,19,17,14,121,Lv.99,176,Lv.99,60,Lv.59,70,Lv.59,71,Lv.59,61,Lv.59,76,Lv.69,68,Lv.99,71,Lv.59,21,477,498,Dark Tornado,Lv.29,Aurora Dribble,Lv.33,Dash Storm,Lv.46,Divine Stamp,Lv.50,0x1A8
Caz Yewell,Yewell,GK,Male,Large,Fire,46,57,14,12,10,13,13,13,14,187,Lv.99,138,Lv.99,70,Lv.99,53,Lv.99,56,Lv.99,63,Lv.99,67,Lv.99,68,Lv.99,60,Lv.99,23,437,460,Wood Chopper,Lv.8,Wild Claw,Lv.20,Sumo Stomp,Lv.30,Table-Turner,Lv.45,0x1A9
Conor Trail,Trail,GK,Male,Large,Air,18,55,10,8,14,17,14,16,8,103,Lv.59,136,Lv.59,60,Lv.59,60,Lv.99,49,Lv.59,70,Lv.99,55,Lv.59,76,Lv.59,59,Lv.59,22,429,451,Toughness Block,Lv.11,Sliding Goal,Lv.24,Fake Ball,Lv.30,Tsunami Wall,Lv.70,0x1AA
Manuel Gere,Gere,DF,Male,Small,Air,31,48,8,13,14,9,9,11,11,158,Lv.89,136,Lv.59,42,Lv.59,62,Lv.69,70,Lv.69,51,Lv.99,52,Lv.59,57,Lv.89,59,Lv.59,28,393,421,Rodeo Clown,Lv.5,Flame Dance,Lv.24,Perimeter Zone,Lv.34,Invisible Fake,Lv.50,0x1AB
